Visit,Status,Targets,Configs,Orbits,Start_UT,start_UT_date,start_UT_time,start_TimeISO,End_UT,exp_(s)
5,Archived,MACSJ0717+3745,ACS/WFC,4,4/2/2004 5:34,2004-04-02,5:34:45,2004-04-02 05:34:45,4/2/2004 11:25,21046
8,Archived,MACSJ1149+2223,ACS/WFC,4,4/22/2004 13:56,2004-04-22,13:56:57,2004-04-22 13:56:57,4/22/2004 21:10,26007
8,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,1/24/2005 23:12,2005-01-24,23:12:14,2005-01-24 23:12:14,1/25/2005 6:13,25294
1,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,1,1/25/2005 6:54,2005-01-25,6:54:54,2005-01-25 06:54:54,1/25/2005 7:50,3349
3,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,1/27/2005 5:37,2005-01-27,5:37:23,2005-01-27 05:37:23,1/27/2005 10:46,18523
4,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,1/27/2005 11:40,2005-01-27,11:40:52,2005-01-27 11:40:52,1/27/2005 15:47,14814
7,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,1/27/2005 16:31,2005-01-27,16:31:00,2005-01-27 16:31:00,1/27/2005 21:54,19426
5,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,1/30/2005 18:04,2005-01-30,18:04:27,2005-01-30 18:04:27,1/30/2005 23:40,20150
6,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/1/2005 9:59,2005-02-01,9:59:45,2005-02-01 09:59:45,2/1/2005 14:07,14860
9,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/1/2005 14:51,2005-02-01,14:51:07,2005-02-01 14:51:07,2/1/2005 18:56,14701
10,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/4/2005 13:13,2005-02-04,13:13:21,2005-02-04 13:13:21,2/4/2005 17:16,14581
11,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/4/2005 18:01,2005-02-04,18:01:20,2005-02-04 18:01:20,2/4/2005 22:06,14718
12,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/5/2005 6:43,2005-02-05,6:43:42,2005-02-05 06:43:42,2/5/2005 10:51,14873
13,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/5/2005 11:37,2005-02-05,11:37:21,2005-02-05 11:37:21,2/5/2005 15:39,14521
14,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/5/2005 16:25,2005-02-05,16:25:09,2005-02-05 16:25:09,2/5/2005 20:27,14540
15,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/5/2005 21:07,2005-02-05,21:07:05,2005-02-05 21:07:05,2/6/2005 1:14,14872
16,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/8/2005 13:10,2005-02-08,13:10:52,2005-02-08 13:10:52,2/8/2005 17:12,14468
2,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/8/2005 8:22,2005-02-08,8:22:13,2005-02-08 08:22:13,2/8/2005 12:24,14520
17,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/8/2005 17:58,2005-02-08,17:58:39,2005-02-08 17:58:39,2/8/2005 21:59,14469
18,Archived,MACSJ0717.5+3745-POS5,ACS/WFC,3,2/9/2005 11:33,2005-02-09,11:33:54,2005-02-09 11:33:54,2/9/2005 15:35,14468
4,Archived,MACSJ0717+3745,ACS/WFC,1,10/25/2005 22:16,2005-10-25,22:16:07,2005-10-25 22:16:07,10/25/2005 23:19,3781
7,Archived,MACSJ1149+2223,ACS/WFC,1,5/25/2006 10:51,2006-05-25,10:51:52,2006-05-25 10:51:52,5/25/2006 11:54,3729
4,Archived,MACSJ0717+3745,ACS/WFC,1,10/13/2006 10:55,2006-10-13,10:55:26,2006-10-13 10:55:26,10/13/2006 11:56,3642
5,Archived,ABELL370,WFC3/IR,2,9/28/2009 19:31,2009-09-28,19:31:11,2009-09-28 19:31:11,9/28/2009 21:58,8862
1,Archived,ABELL370,WFC3/IR,2,10/17/2009 12:32,2009-10-17,12:32:47,2009-10-17 12:32:47,10/17/2009 15:01,8906
2,Archived,ABELL370,WFC3/IR,2,10/18/2009 3:14,2009-10-18,3:14:50,2009-10-18 03:14:50,10/18/2009 6:40,12340
3,Archived,ABELL370,WFC3/IR,2,10/19/2009 4:30,2009-10-19,4:30:03,2009-10-19 04:30:03,10/19/2009 6:57,8870
4,Archived,ABELL370,WFC3/IR,2,10/19/2009 7:41,2009-10-19,7:41:48,2009-10-19 07:41:48,10/19/2009 10:09,8870
7,Archived,ABELL370,WFC3/IR,2,10/20/2009 7:39,2009-10-20,7:39:51,2009-10-20 07:39:51,10/20/2009 10:07,8869
8,Archived,ABELL370,WFC3/IR,2,10/20/2009 10:51,2009-10-20,10:51:35,2009-10-20 10:51:35,10/20/2009 13:19,8869
6,Archived,ABELL370,WFC3/IR,2,12/30/2009 21:32,2009-12-30,21:32:56,2009-12-30 21:32:56,12/30/2009 23:56,8619
1,Archived,ABELL-0370,ACS/WFC,6,7/16/2009 18:39,2009-07-16,18:39:37,2009-07-16 18:39:37,7/17/2009 3:31,31919
12,Archived,ABELL-370-WFC3,WFC3/IR,2,12/19/2010 15:47,2010-12-19,15:47:14,2010-12-19 15:47:14,12/19/2010 19:47,14405
22,Archived,ABELL-370,ACS/WFC,4,12/20/2010 7:44,2010-12-20,7:44:34,2010-12-20 07:44:34,12/20/2010 13:29,20668
1,Archived,ABELL-2744-NORTH,ACS/WFC,2,10/27/2009 4:00,2009-10-27,4:00:15,2009-10-27 04:00:15,10/27/2009 6:35,9308
2,Archived,ABELL-2744-SOUTH,ACS/WFC,2,10/27/2009 7:12,2009-10-27,7:12:03,2009-10-27 07:12:03,10/27/2009 9:47,9304
3,Archived,ABELL-2744-NORTH,ACS/WFC,2,10/27/2009 10:23,2009-10-27,10:23:53,2009-10-27 10:23:53,10/27/2009 12:58,9299.000001
4,Archived,ABELL-2744-SOUTH,ACS/WFC,2,10/29/2009 10:21,2009-10-29,10:21:35,2009-10-29 10:21:35,10/29/2009 12:55,9221
5,Archived,ABELL-2744-NORTH,ACS/WFC,2,10/29/2009 13:33,2009-10-29,13:33:28,2009-10-29 13:33:28,10/29/2009 16:11,9471.999999
6,Archived,ABELL-2744-SOUTH,ACS/WFC,2,10/30/2009 7:08,2009-10-30,7:08:49,2009-10-30 07:08:49,10/30/2009 9:41,9186
7,Archived,ABELL-2744-NORTH,ACS/WFC,2,10/30/2009 10:20,2009-10-30,10:20:44,2009-10-30 10:20:44,10/30/2009 12:53,9180
8,Archived,ABELL-2744-SOUTH,ACS/WFC,2,10/30/2009 13:32,2009-10-30,13:32:37,2009-10-30 13:32:37,10/30/2009 16:09,9384
B0,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,12/4/2010 21:39,2010-12-04,21:39:52,2010-12-04 21:39:52,12/4/2010 22:46,4009.999999
B1,Archived,MACS1149+2223,ACS/WFC_WFC3/IR,1,12/4/2010 23:15,2010-12-04,23:15:44,2010-12-04 23:15:44,12/5/2010 0:25,4179
A0,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,1/15/2011 23:12,2011-01-15,23:12:42,2011-01-15 23:12:42,1/16/2011 0:23,4257
A2,Archived,MACS1149+2223,ACS/WFC_WFC3/IR,1,1/16/2011 0:48,2011-01-16,0:48:34,2011-01-16 00:48:34,1/16/2011 1:58,4179
A3,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,1/30/2011 14:48,2011-01-30,14:48:24,2011-01-30 14:48:24,1/30/2011 15:59,4257
A4,Archived,MACS1149+2223,ACS/WFC_WFC3/IR,1,1/30/2011 16:24,2011-01-30,16:24:15,2011-01-30 16:24:15,1/30/2011 17:33,4179
A5,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,2/13/2011 6:15,2011-02-13,6:15:48,2011-02-13 06:15:48,2/13/2011 7:26,4257.000001
A6,Archived,MACS1149+2223,ACS/WFC_WFC3/UVIS,1,2/13/2011 7:51,2011-02-13,7:51:38,2011-02-13 07:51:38,2/13/2011 9:03,4321
A7,Archived,MACS1149+2223,ACS/WFC_WFC3/UVIS,1,2/13/2011 9:27,2011-02-13,9:27:29,2011-02-13 09:27:29,2/13/2011 10:39,4321
B3,Archived,MACS1149+2223,ACS/WFC_WFC3/UVIS,1,2/15/2011 1:23,2011-02-15,1:23:35,2011-02-15 01:23:35,2/15/2011 2:35,4321
B4,Archived,MACS1149+2223,ACS/WFC_WFC3/UVIS,1,2/15/2011 2:59,2011-02-15,2:59:25,2011-02-15 02:59:25,2/15/2011 4:11,4321
A8,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,2/27/2011 0:56,2011-02-27,0:56:25,2011-02-27 00:56:25,2/27/2011 2:06,4205
A9,Archived,MACS1149+2223,ACS/WFC_WFC3/IR,1,2/27/2011 2:40,2011-02-27,2:40:37,2011-02-27 02:40:37,2/27/2011 4:38,7069
B5,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,2/27/2011 12:07,2011-02-27,12:07:17,2011-02-27 12:07:17,2/27/2011 13:28,4867.999999
B6,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,2,2/27/2011 13:43,2011-02-27,13:43:08,2011-02-27 13:43:08,2/27/2011 16:46,10979
B7,Archived,MACS1149+2223,ACS/WFC_WFC3/IR_WFC3/UVIS,1,3/9/2011 18:06,2011-03-09,18:06:29,2011-03-09 18:06:29,3/9/2011 19:17,4257
B8,Archived,MACS1149+2223,ACS/WFC_WFC3/IR,1,3/9/2011 20:00,2011-03-09,20:00:44,2011-03-09 20:00:44,3/9/2011 21:57,7011
B0,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/31/2011 21:50,2011-08-31,21:50:48,2011-08-31 21:50:48,8/31/2011 23:03,4340
B1,Archived,MACS0717+3745,ACS/WFC_WFC3/IR,1,8/31/2011 23:26,2011-08-31,23:26:36,2011-08-31 23:26:36,9/1/2011 0:37,4262
B3,Archived,MACS0717+3745,ACS/WFC_WFC3/UVIS,2,9/20/2011 21:16,2011-09-20,21:16:14,2011-09-20 21:16:14,9/21/2011 0:04,10094
B5,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/10/2011 21:52,2011-10-10,21:52:20,2011-10-10 21:52:20,10/10/2011 23:04,4340.000001
B6,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,2,10/10/2011 23:28,2011-10-10,23:28:49,2011-10-10 23:28:49,10/11/2011 2:16,10045
A0,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/10/2011 7:30,2011-10-10,7:30:10,2011-10-10 07:30:10,10/10/2011 8:42,4340
A2,Archived,MACS0717+3745,ACS/WFC_WFC3/IR,1,10/10/2011 9:05,2011-10-10,9:05:58,2011-10-10 09:05:58,10/10/2011 10:17,4262
A3,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/29/2011 19:17,2011-10-29,19:17:29,2011-10-29 19:17:29,10/29/2011 20:29,4340
A4,Archived,MACS0717+3745,ACS/WFC_WFC3/IR,1,10/29/2011 20:53,2011-10-29,20:53:20,2011-10-29 20:53:20,10/29/2011 22:04,4262
B7,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/30/2011 14:27,2011-10-30,14:27:46,2011-10-30 14:27:46,10/30/2011 15:40,4340
B8,Archived,MACS0717+3745,ACS/WFC_WFC3/IR,1,10/30/2011 16:03,2011-10-30,16:03:38,2011-10-30 16:03:38,10/30/2011 17:14,4262
A6,Archived,MACS0717+3745,ACS/WFC_WFC3/UVIS,2,11/19/2011 16:57,2011-11-19,16:57:42,2011-11-19 16:57:42,11/19/2011 20:15,11897
A8,Archived,MACS0717+3745,ACS/WFC_WFC3/IR_WFC3/UVIS,1,12/8/2011 22:17,2011-12-08,22:17:13,2011-12-08 22:17:13,12/8/2011 23:29,4326
A9,Archived,MACS0717+3745,ACS/WFC_WFC3/IR,1,12/8/2011 23:53,2011-12-08,23:53:01,2011-12-08 23:53:01,12/9/2011 1:04,4262
A0,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/30/2012 6:50,2012-08-30,6:50:56,2012-08-30 06:50:56,8/30/2012 8:01,4208.999999
A1,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/30/2012 8:26,2012-08-30,8:26:39,2012-08-30 08:26:39,8/30/2012 9:36,4209
A2,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR,1,8/30/2012 10:02,2012-08-30,10:02:22,2012-08-30 10:02:22,8/30/2012 11:11,4144
A3,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/12/2012 10:42,2012-09-12,10:42:37,2012-09-12 10:42:37,9/12/2012 11:52,4208.999999
A4,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR,1,9/12/2012 12:18,2012-09-12,12:18:21,2012-09-12 12:18:21,9/12/2012 13:27,4144
A5,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/24/2012 11:50,2012-09-24,11:50:04,2012-09-24 11:50:04,9/24/2012 13:12,4959
A6,Archived,RXJ2248-4431,ACS/WFC_WFC3/UVIS,2,9/24/2012 13:28,2012-09-24,13:28:28,2012-09-24 13:28:28,9/24/2012 16:29,10890
B0,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/26/2012 16:30,2012-09-26,16:30:51,2012-09-26 16:30:51,9/26/2012 17:41,4209
B1,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR,1,9/26/2012 18:06,2012-09-26,18:06:37,2012-09-26 18:06:37,9/26/2012 19:15,4144
A8,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/4/2012 19:10,2012-10-04,19:10:20,2012-10-04 19:10:20,10/4/2012 20:20,4209
A9,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR,1,10/4/2012 20:54,2012-10-04,20:54:41,2012-10-04 20:54:41,10/4/2012 22:54,7215
B2,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/9/2012 12:25,2012-10-09,12:25:53,2012-10-09 12:25:53,10/9/2012 13:36,4208.999999
B3,Archived,RXJ2248-4431,ACS/WFC_WFC3/UVIS,2,10/9/2012 14:02,2012-10-09,14:02:34,2012-10-09 14:02:34,10/9/2012 16:47,9913
B5,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,10/22/2012 8:18,2012-10-22,8:18:12,2012-10-22 08:18:12,10/22/2012 9:28,4208.999999
B6,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,2,10/22/2012 9:57,2012-10-22,9:57:33,2012-10-22 09:57:33,10/22/2012 12:39,9687
B7,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR_WFC3/UVIS,1,11/4/2012 0:56,2012-11-04,0:56:55,2012-11-04 00:56:55,11/4/2012 2:07,4209
B8,Archived,RXJ2248-4431,ACS/WFC_WFC3/IR,1,11/4/2012 2:32,2012-11-04,2:32:37,2012-11-04 02:32:37,11/4/2012 3:41,4144
A0,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,7/24/2012 1:33,2012-07-24,1:33:26,2012-07-24 01:33:26,7/24/2012 2:45,4316
A1,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,7/24/2012 3:09,2012-07-24,3:09:11,2012-07-24 03:09:11,7/24/2012 4:21,4316
A2,Archived,MACS0416-2403,ACS/WFC_WFC3/IR,1,7/24/2012 4:44,2012-07-24,4:44:57,2012-07-24 04:44:57,7/24/2012 5:55,4251
A3,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/5/2012 18:20,2012-08-05,18:20:35,2012-08-05 18:20:35,8/5/2012 19:32,4316
A4,Archived,MACS0416-2403,ACS/WFC_WFC3/IR,1,8/5/2012 19:56,2012-08-05,19:56:20,2012-08-05 19:56:20,8/5/2012 21:07,4251
A5,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/18/2012 19:06,2012-08-18,19:06:30,2012-08-18 19:06:30,8/18/2012 20:18,4316
A6,Archived,MACS0416-2403,ACS/WFC_WFC3/UVIS,2,8/18/2012 20:42,2012-08-18,20:42:53,2012-08-18 20:42:53,8/18/2012 23:31,10098
B0,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/20/2012 12:35,2012-08-20,12:35:21,2012-08-20 12:35:21,8/20/2012 13:47,4316
B1,Archived,MACS0416-2403,ACS/WFC_WFC3/IR,1,8/20/2012 14:11,2012-08-20,14:11:05,2012-08-20 14:11:05,8/20/2012 15:21,4251
A8,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,8/31/2012 16:41,2012-08-31,16:41:54,2012-08-31 16:41:54,8/31/2012 18:16,5651
A9,Archived,MACS0416-2403,ACS/WFC_WFC3/IR,1,8/31/2012 18:16,2012-08-31,18:16:05,2012-08-31 18:16:05,8/31/2012 19:26,4251
B2,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/2/2012 14:55,2012-09-02,14:55:59,2012-09-02 14:55:59,9/2/2012 16:25,5383
B3,Archived,MACS0416-2403,ACS/WFC_WFC3/UVIS,2,9/2/2012 16:35,2012-09-02,16:35:04,2012-09-02 16:35:04,9/2/2012 19:49,11637
B5,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/14/2012 17:31,2012-09-14,17:31:06,2012-09-14 17:31:06,9/14/2012 18:56,5148
B6,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,2,9/14/2012 19:09,2012-09-14,19:09:02,2012-09-14 19:09:02,9/14/2012 22:12,11027
B7,Archived,MACS0416-2403,ACS/WFC_WFC3/IR_WFC3/UVIS,1,9/27/2012 16:39,2012-09-27,16:39:56,2012-09-27 16:39:56,9/27/2012 17:51,4316
B8,Archived,MACS0416-2403,ACS/WFC_WFC3/IR,1,9/27/2012 18:15,2012-09-27,18:15:40,2012-09-27 18:15:40,9/27/2012 19:26,4251
A1,Archived,ABELL-2744,ACS/WFC_WFC3/IR,1,8/23/2013 10:15,2013-08-23,10:15:47,2013-08-23 10:15:47,8/23/2013 12:29,8047
AA,Archived,ABELL-2744,ACS/WFC_WFC3/IR,1,8/25/2013 2:04,2013-08-25,2:04:53,2013-08-25 02:04:53,8/25/2013 3:16,4286
K0,Archived,MACS0416,ACS/WFC_WFC3/IR,1,2/1/2014 7:51,2014-02-01,7:51:57,2014-02-01 07:51:57,2/1/2014 9:02,4216
K1,Archived,MACS0416,ACS/WFC_WFC3/IR,1,2/1/2014 9:27,2014-02-01,9:27:34,2014-02-01 09:27:34,2/1/2014 10:36,4117
T3,Archived,A2744-IR,ACS/WFC_WFC3/IR,1,6/9/2014 1:14,2014-06-09,1:14:37,2014-06-09 01:14:37,6/9/2014 2:23,4141
T4,Archived,A2744-IR,WFC3/IR,1,6/25/2014 2:58,2014-06-25,2:58:04,2014-06-25 02:58:04,6/25/2014 5:07,7746
T5,Archived,A2744-IR,ACS/WFC_WFC3/IR,1,7/3/2014 19:18,2014-07-03,19:18:53,2014-07-03 19:18:53,7/3/2014 20:26,4046
T6,Archived,A2744-IR,ACS/WFC_WFC3/IR,1,7/12/2014 0:59,2014-07-12,0:59:29,2014-07-12 00:59:29,7/12/2014 2:06,4046
T7,Archived,A2744-IR,ACS/WFC_WFC3/IR,1,7/22/2014 14:18,2014-07-22,14:18:17,2014-07-22 14:18:17,7/22/2014 16:20,7335
T8,Archived,A2744-IR,ACS/WFC_WFC3/IR,1,8/17/2014 14:33,2014-08-17,14:33:51,2014-08-17 14:33:51,8/17/2014 15:39,3940
S1,Archived,M0416-IR,ACS/WFC_WFC3/IR,2,9/15/2014 16:33,2014-09-15,16:33:43,2014-09-15 16:33:43,9/15/2014 19:15,9720
S2,Archived,M0416-ACS,ACS/WFC_WFC3/IR,1,9/16/2014 22:46,2014-09-16,22:46:37,2014-09-16 22:46:37,9/16/2014 23:55,4124
S3,Archived,M0416-ACS,ACS/WFC_WFC3/IR,1,9/16/2014 21:11,2014-09-16,21:11:04,2014-09-16 21:11:04,9/16/2014 22:19,4124
S4,Archived,M0416-IR,ACS/WFC_WFC3/IR,1,9/22/2014 7:47,2014-09-22,7:47:15,2014-09-22 07:47:15,9/22/2014 10:12,8720
S5,Archived,M0416-IR,ACS/WFC_WFC3/IR,1,9/28/2014 1:08,2014-09-28,1:08:54,2014-09-28 01:08:54,9/28/2014 3:25,8219
9,Archived,MACSJ1149,ACS/WFC_WFC3/UVIS,4,11/12/2013 20:12,2013-11-12,20:12:39,2013-11-12 20:12:39,11/13/2013 2:10,21464
1,Archived,ABELL2744,ACS/WFC_WFC3/UVIS,4,11/16/2013 1:34,2013-11-16,1:34:21,2013-11-16 01:34:21,11/16/2013 7:32,21472
2,Archived,ABELL2744,ACS/WFC_WFC3/UVIS,4,11/17/2013 6:16,2013-11-17,6:16:35,2013-11-17 06:16:35,11/17/2013 12:13,21426
3,Archived,ABELL2744,ACS/WFC_WFC3/UVIS,4,11/19/2013 7:41,2013-11-19,7:41:48,2013-11-19 07:41:48,11/19/2013 13:40,21502
4,Archived,ABELL2744,ACS/WFC_WFC3/UVIS,4,11/20/2013 6:01,2013-11-20,6:01:24,2013-11-20 06:01:24,11/20/2013 11:57,21364
10,Archived,MACSJ1149,ACS/WFC_WFC3/UVIS,4,12/12/2013 14:31,2013-12-12,14:31:44,2013-12-12 14:31:44,12/12/2013 20:28,21416
